stars,date,type,short_d,content,product_name,name
5.0 out of 5 stars,"Reviewed in the United States on February 18, 2018",Concert,Feels and sounds great.,First ukulele. I love this combo.,ranch,Evan A Swank
4.0 out of 5 stars,"Reviewed in the United States on February 16, 2018",Tenor,Loved it. My daughter hasn't put it down since ...,Loved it.  My daughter hasn't put it down since she got it.  She also loves the deeper more mellow tones of the tenor.,ranch,Adria T Bentley
5.0 out of 5 stars,"Reviewed in the United States on February 14, 2018",Concert,Very nice se t,Gave as gift to daughter in law.  Looks super. Hope she is inspired to learn to play,ranch,English Major
5.0 out of 5 stars,"Reviewed in the United States on February 12, 2018",Soprano,5 STARS I SO RECOMEND IT!!!,"Absolutely LOVE this little ukulele! Great quality and it makes a beautiful rich noise! I didn't like the strap it came with so I just ordered one separate. The tuner worked great, and has a wonderful polishing cloth and replacement strings! The gig bag is made of good cloth and is padded! The strings are nylon and are good on my fingers. I am so impressed with this ukulele and am very happy with it! Definitely recommend this to everyone!",ranch,Katie
5.0 out of 5 stars,"Reviewed in the United States on February 9, 2018",Tenor,Five Stars,Niece loves her ukelele!,ranch,Dale
5.0 out of 5 stars,"Reviewed in the United States on February 9, 2018",Concert,Great ukulele!,My son is infatuated with his Uklele.  He has taken it to school and his music teacher complimented how well it is made. Would definitely purchase from seller again.,ranch,AH
5.0 out of 5 stars,"Reviewed in the United States on February 6, 2018",Concert,GREAT!!,Love it!!!This Ukulele is just what I was looking for!  Meets every expectation & I highly recommend!!!,ranch,K. Price
5.0 out of 5 stars,"Reviewed in the United States on February 4, 2018",Tenor,Five Stars,I love it,ranch,Jessica
5.0 out of 5 stars,"Reviewed in the United States on January 31, 2018",Concert,Good quality,Daughter loved it.  No issues!,ranch,Mark Tuttle
5.0 out of 5 stars,"Reviewed in the United States on January 30, 2018",Concert,I thought it would be a good time to learn something new,"What a blast!  As a mom of college/high school kids with some extra time on her hands, I thought it would be a good time to learn something new.  This ukelele is very well made and despite my beginner status, sounds great!  The tuner is an outstanding help and the case is perfect!  The company has been super communicative and caring about my experience with their product.  As a 9-5 customer support person, I value this commitment to their product.  With the help of YouTube videos and loads of music on Pinterest, this is a fun little instrument to learn. Enjoy!",ranch,mbhennebury
5.0 out of 5 stars,"Reviewed in the United States on January 29, 2018",Tenor,sound so perfict!,worth every penny!,ranch,geoffrey m. coats
5.0 out of 5 stars,"Reviewed in the United States on January 28, 2018",Concert,Five Stars,"Sounds great, so easy to take with you anywhere you go.",ranch,Henriette
5.0 out of 5 stars,"Reviewed in the United States on January 26, 2018",Tenor,Perfect for my 10 year old,"My 10 year old learned to play this in one week, and she loves it!",ranch,Amazon Customer
4.0 out of 5 stars,"Reviewed in the United States on January 18, 2018",Concert,Love it!,"I love it! It's very cute and sounds great. The case is made of good material and is very durable. It comes with extra strings too just in case something happens.The one complaint that I might have it that I'm pretty sure the tuner doesn't display the C chord. I used an online tuner to find C and the tuner that came with displayed it as something else entirely.  It works well for all the other chords though.Overall, it's a great uke and I'd definitely recommend it!",ranch,Ashton
5.0 out of 5 stars,"Reviewed in the United States on January 18, 2018",Concert,It seems to be nice quality.,Purchased this for my daughter.  It seems to be nice quality.,ranch,Chunky
4.0 out of 5 stars,"Reviewed in the United States on January 15, 2018",Concert,A beautiful sounding and looking arched back ukulele,"I purchased this ukulele because at the time, the product photos showed a rich, coffee brown color, but when it arrived it was much lighter. It also came without the advertised strap buttons and there was some light cosmetic damage to the headstock, but only visible if you looked hard.Luckily, Ranch customer service is good. They responded quickly and to their credit, updated their product photos to reflect the color of the instrument more accurately the day I contacted them. They offered to make things right by sending me a new one immediately, but the color was important to me and the deeper brown color was only available in the first production batch, so I didn't end up keeping it.I've handled dozens of ukuleles before and I have to say, the build quality on this Ranch Concert ukulele is -superb-. All the little details are taken care of. The fret edges are very smooth, fretboard is flawless, binding is perfect, etc. There were no blemishes on the finish and no gaps in pieces of wood joined together like there are in many other models I've seen.This is a beautiful sounding and looking arched back ukulele and the kit has everything you need. I liked the gray bag and the tuner is easy to use and works well. Not that I had to use it much. The included Supernylgut Aquila strings settle in after only a day or so, and there's even an extra set.",ranch,Kiwi F.
5.0 out of 5 stars,"Reviewed in the United States on January 15, 2018",Soprano,Affordable and Sounds just as Good as name Brands,"My Thoughts:I purchased this a while ago to accompany a 26 Professional. Now that I have had some time with it I felt ready to share some things. First, I do think you get a lot more your money. The 21 inch is slightly smaller than I’m used to but it still played some happy tunes.The Brand is “Ranch,” and this is the UK-21 Soprano kit.  You get everything you need to get started and learn how to play…so good for a beginner and also for someone who already plays. The Soprano model of course is much smaller that a Concert Ukulele hence the 21 inches.  The sound difference between a Soprano is that it’s the loudest, brightest sound out of the 3(Concert,Tenor). I think that when people think of a Ukulele they think of a Soprano. the smaller one.The finish is nice but not as good as a $100+ Martin Ukulele. There is a difference and it’s the wood…this one just uses cheaper wood. Not that big of a deal though because it still sounds great. In fact, it basically sounds the name as more expensive name brands.The last thing I would say is that if you are an adult looking to buy your 1st Ukulele I would probably go with a Concert size so it is not as awkward to handle, but for a kid the Soprano would be on point.The Bottom Line:I can’t tell the difference in sound between this Ukulele and a Martin. If you are just looking for something fun with loud, bright sound, you will be happy.",ranch,"AlmostEverything84,Top Contributor: Camping"
4.0 out of 5 stars,"Reviewed in the United States on January 15, 2018",Concert,Good starter ukulele package.,"Gift for teenage musician: violin, guitar and piano virtuoso. She is pleased. Played almost non-stop for two weeks . Stayed pretty much in tune. Well made. Comes with a pretty good gig bag. Tuner is not very good. Excellent starter ukulele. Will get her a premium model from this company next year.",ranch,O D Davis
5.0 out of 5 stars,"Reviewed in the United States on January 13, 2018",Concert,Beautiful sound to Ukelele,"Beautiful sound to Ukelele.  Case, tuner and strap and cleaning cloth were also great quality.  This is for my grandson so he will love it.  The fact that you got all of this for one low price was nice as well.",ranch,dancer
5.0 out of 5 stars,"Reviewed in the United States on January 9, 2018",Concert,Five Stars,Ukulele arrived promptly and was packaged great!  Granddaughter loves it and is learning to play.,ranch,Amazon Customer
5.0 out of 5 stars,"Reviewed in the United States on January 7, 2018",Concert,"I like buying starter kits, and this is my Favorite so Far!","0:000:00This video is not intended for all audiences. What date were you born?JanuaryFebruaryMarchAprilMayJuneJulyAugustSeptemberOctoberNovemberDecember123456789101112131415161718192021222324252627282930312020201920182017201620152014201320122011201020092008200720062005200420032002200120001999199819971996199519941993199219911990198919881987198619851984198319821981198019791978197719761975197419731972197119701969196819671966196519641963196219611960195919581957195619551954195319521951195019491948194719461945194419431942194119401939193819371936193519341933193219311930192919281927192619251924192319221921192019191918191719161915191419131912191119101909190819071906190519041903190219011900SubmitAdobe Flash Player is required to watch this video.Install Flash PlayerSorry, this video is unsupported on this browser. I've been playing my new Ranch Concert Ukulele for a few weeks now, I'm very happy with it! To start off, it looks great! It feels great and it sounds great! I haven't been playing for very long but I have enjoyed ukulele so much that I have been building up quite a collection. And the Ranch Ukulele is one of if not, my favorite. I love the concert size ukulele. The starter kit is great as well, with everything you need to get started. The bag is awesome too! Most kits i've bought come with a pretty rough and basic bag, I love the color, material, and padding of the bag with the ranch kit. I highly recommend this kit for someone who is starting, or even been playing - it's a great value for the price. And would make an awesome gift! Thanks,Marco@sharks_uke",ranch,Marco Gutierrez
